"Year","Month","Days Since Sept 3rd 2000","#","Statium","Roof Type","Surface Type","Field Goals Made","Field Goals Missed","Temperture","Realtive Humitity","Wind Speed","Wind Chill"
2020,October,7337,5373,Bank of America Stadium,outdoors,grass,1,2,68,48,8,N/A
2020,October,7337,5374,Soldier Field,outdoors,grass,5,5,52,54,10,N/A
2020,October,7337,5375,Paul Brown Stadium,outdoors,grass,8,9,64,58,6,N/A
2020,October,7337,5379,Hard Rock Stadium,outdoors,grass,6,6,86,71,13,N/A
2020,October,7337,5380,Raymond James Stadium,outdoors,grass,2,4,75,87,6,N/A
2020,October,7337,5381,FedExField,outdoors,grass,2,3,65,45,5,N/A
2020,October,7337,5384,Levi's Stadium,outdoors,grass,1,1,84,30,12,N/A
2020,October,7338,5385,Arrowhead Stadium,outdoors,grass,3,3,73,39,14,N/A
2020,October,7338,5386,Lambeau Field,outdoors,grass,2,2,53,46,9,N/A
2020,October,7341,5387,Soldier Field,outdoors,grass,6,6,57,74,7,N/A
2020,October,7344,5390,Arrowhead Stadium,outdoors,grass,3,3,80,57,16,N/A
2020,October,7344,5391,MetLife Stadium,outdoors,fieldturf,2,2,64,57,8,N/A
2020,October,7344,5392,Heinz Field,outdoors,grass,1,2,70,89,4,N/A
2020,October,7344,5393,M&T Bank Stadium,outdoors,grass,3,4,69,92,3,N/A
2020,October,7344,5394,FedExField,outdoors,grass,2,2,69,82,2,N/A
2020,October,7344,5395,Levi's Stadium,outdoors,grass,6,6,73,41,6,N/A
2020,October,7344,5396,FirstEnergy Stadium,outdoors,grass,6,6,64,67,16,N/A
2020,October,7344,5398,Lumen Field,outdoors,fieldturf,2,2,54,90,10,N/A
2020,October,7346,5400,Nissan Stadium,outdoors,grass,1,1,73,32,3,N/A
2020,October,7351,5401,Bank of America Stadium,outdoors,grass,6,7,63,44,6,N/A
2020,October,7351,5403,TIAA Bank Stadium,outdoors,grass,3,5,78,78,10,N/A
2020,October,7351,5405,Gillette Stadium,outdoors,fieldturf,8,8,58,45,7,N/A
2020,October,7351,5406,MetLife Stadium,outdoors,fieldturf,4,5,62,48,0,N/A
2020,October,7351,5407,Nissan Stadium,outdoors,grass,1,3,61,58,10,N/A
2020,October,7351,5408,Lincoln Financial Field,outdoors,grass,3,4,61,52,7,N/A
2020,October,7351,5409,Heinz Field,outdoors,grass,1,1,61,43,9,N/A
2020,October,7351,5410,Hard Rock Stadium,outdoors,grass,1,2,85,66,15,N/A
2020,October,7351,5411,Raymond James Stadium,outdoors,grass,2,2,88,48,12,N/A
2020,October,7351,5412,Levi's Stadium,outdoors,grass,2,2,86,22,10,N/A
2020,October,7352,5413,Bills Stadium,outdoors,astroturf,3,4,51,92,6,N/A
2020,October,7355,5415,Lincoln Financial Field,outdoors,grass,1,2,70,75,4,N/A
2020,October,7358,5417,Paul Brown Stadium,outdoors,grass,3,3,48,77,8,N/A
2020,October,7358,5420,MetLife Stadium,outdoors,fieldturf,7,9,52,52,8,N/A
2020,October,7358,5421,Nissan Stadium,outdoors,grass,3,4,55,88,3,N/A
2020,October,7358,5422,FedExField,outdoors,grass,2,3,46,90,5,N/A
2020,October,7358,5424,Empower Field at Mile High,outdoors,grass,4,4,14,78,11,N/A
2020,October,7358,5425,Gillette Stadium,outdoors,fieldturf,4,4,49,60,7,N/A
2020,October,7362,5429,Bank of America Stadium,outdoors,grass,5,5,76,76,8,N/A
2020,November,7364,5430,Bills Stadium,outdoors,astroturf,3,3,41,87,17,N/A
2020,November,7364,5431,Paul Brown Stadium,outdoors,grass,1,2,48,52,24,N/A
2020,November,7364,5432,FirstEnergy Stadium,outdoors,grass,5,7,49,56,35,N/A
2020,November,7364,5434,Lambeau Field,outdoors,grass,0,0,34,50,23,N/A
2020,November,7364,5435,Arrowhead Stadium,outdoors,grass,3,4,52,0,11,N/A
2020,November,7364,5436,Hard Rock Stadium,outdoors,grass,1,2,86,73,10,N/A
2020,November,7364,5437,M&T Bank Stadium,outdoors,grass,1,1,52,97,7,N/A
2020,November,7364,5438,Empower Field at Mile High,outdoors,grass,4,4,64,23,10,N/A
2020,November,7364,5439,Soldier Field,outdoors,grass,7,8,40,41,20,N/A
2020,November,7364,5440,Lumen Field,outdoors,fieldturf,1,1,55,58,4,N/A
2020,November,7364,5441,Lincoln Financial Field,outdoors,grass,3,4,49,66,17,N/A
2020,November,7365,5442,MetLife Stadium,outdoors,fieldturf,5,5,39,46,8,N/A
2020,November,7368,5443,Levi's Stadium,outdoors,grass,3,3,78,83,5,N/A
2020,November,7371,5445,Bills Stadium,outdoors,astroturf,5,6,69,41,4,N/A
2020,November,7371,5447,TIAA Bank Stadium,outdoors,grass,4,4,79,71,14,N/A
2020,November,7371,5448,Arrowhead Stadium,outdoors,grass,3,6,71,63,19,N/A
2020,November,7371,5450,Nissan Stadium,outdoors,grass,2,2,77,55,14,N/A
2020,November,7371,5451,FedExField,outdoors,grass,5,5,75,49,1,N/A
2020,November,7371,5455,Raymond James Stadium,outdoors,grass,2,2,77,76,17,N/A
2020,November,7372,5456,MetLife Stadium,outdoors,fieldturf,5,5,61,72,2,N/A
2020,November,7375,5457,Nissan Stadium,outdoors,grass,3,4,56,46,6,N/A
2020,November,7378,5458,Bank of America Stadium,outdoors,grass,5,5,65,90,15,N/A
2020,November,7378,5459,FirstEnergy Stadium,outdoors,grass,1,2,59,66,25,N/A
2020,November,7378,5461,Lambeau Field,outdoors,grass,3,3,38,76,23,N/A
2020,November,7378,5462,MetLife Stadium,outdoors,fieldturf,3,3,56,60,18,N/A
2020,November,7378,5464,Hard Rock Stadium,outdoors,grass,3,4,83,73,7,N/A
2020,November,7378,5467,Heinz Field,outdoors,grass,4,4,52,82,21,N/A
2020,November,7378,5469,Gillette Stadium,outdoors,fieldturf,2,2,52,81,13,N/A
2020,November,7379,5470,Soldier Field,outdoors,grass,4,4,44,59,11,N/A
2020,November,7382,5471,Lumen Field,outdoors,fieldturf,2,2,48,74,11,N/A
2020,November,7385,5472,Bank of America Stadium,outdoors,grass,2,3,65,67,7,N/A
2020,November,7385,5473,FirstEnergy Stadium,outdoors,grass,3,4,38,88,8,N/A
2020,November,7385,5475,TIAA Bank Stadium,outdoors,grass,3,4,72,84,3,N/A
2020,November,7385,5477,M&T Bank Stadium,outdoors,grass,6,6,53,67,6,N/A
2020,November,7385,5478,FedExField,outdoors,grass,3,6,57,63,7,N/A
2020,November,7385,5479,Empower Field at Mile High,outdoors,grass,4,4,45,19,7,N/A
2020,November,7386,5484,Raymond James Stadium,outdoors,grass,3,4,69,65,5,N/A
2020,November,7392,5488,Bills Stadium,outdoors,astroturf,3,3,48,52,7,N/A
2020,November,7392,5489,Paul Brown Stadium,outdoors,grass,5,5,52,50,4,N/A
2020,November,7392,5491,TIAA Bank Stadium,outdoors,grass,4,5,70,83,1,N/A
2020,November,7392,5493,Gillette Stadium,outdoors,fieldturf,3,4,52,40,8,N/A
2020,November,7392,5494,MetLife Stadium,outdoors,fieldturf,3,4,54,32,2,N/A
2020,November,7392,5495,Empower Field at Mile High,outdoors,grass,2,2,38,33,6,N/A
2020,November,7392,5497,Raymond James Stadium,outdoors,grass,3,3,81,50,5,N/A
2020,November,7392,5498,Lambeau Field,outdoors,grass,1,1,37,59,13,N/A
2020,November,7393,5499,Lincoln Financial Field,outdoors,grass,4,4,60,94,16,N/A
2020,December,7396,5500,Heinz Field,outdoors,grass,2,2,36,68,14,N/A
2020,December,7400,5502,Soldier Field,outdoors,grass,1,1,35,80,5,N/A
2020,December,7400,5504,Hard Rock Stadium,outdoors,grass,4,5,81,64,5,N/A
2020,December,7400,5506,MetLife Stadium,outdoors,fieldturf,1,1,39,46,18,N/A
2020,December,7400,5507,Nissan Stadium,outdoors,grass,2,2,52,68,1,N/A
2020,December,7400,5509,Lumen Field,outdoors,fieldturf,2,2,51,83,4,N/A
2020,December,7400,5510,Lambeau Field,outdoors,grass,2,2,34,64,9,N/A
2020,December,7400,5512,Arrowhead Stadium,outdoors,grass,6,7,41,70,9,N/A
2020,December,7401,5513,Heinz Field,outdoors,grass,4,4,34,58,10,N/A
2020,December,7402,5515,M&T Bank Stadium,outdoors,grass,3,7,38,54,9,N/A
2020,December,7407,5517,Bank of America Stadium,outdoors,grass,2,2,70,67,7,N/A
2020,December,7407,5518,Soldier Field,outdoors,grass,2,2,34,70,1,N/A
2020,December,7407,5519,Paul Brown Stadium,outdoors,grass,3,3,44,73,5,N/A
2020,December,7407,5520,TIAA Bank Stadium,outdoors,grass,2,3,69,83,2,N/A
2020,December,7407,5521,Hard Rock Stadium,outdoors,grass,3,4,81,56,8,N/A
2020,December,7407,5522,MetLife Stadium,outdoors,fieldturf,4,4,59,58,15,N/A
2020,December,7407,5523,Raymond James Stadium,outdoors,grass,2,5,78,63,5,N/A
2020,December,7407,5525,Lumen Field,outdoors,fieldturf,3,6,43,90,8,N/A
2020,December,7407,5527,Lincoln Financial Field,outdoors,grass,1,4,57,49,10,N/A
2020,December,7407,5530,Bills Stadium,outdoors,astroturf,2,2,35,71,11,N/A
2020,December,7408,5531,FirstEnergy Stadium,outdoors,grass,1,2,34,51,18,N/A
2020,December,7413,5533,Empower Field at Mile High,outdoors,grass,2,3,47,22,24,N/A
2020,December,7413,5534,Lambeau Field,outdoors,grass,4,4,33,85,5,N/A
2020,December,7414,5538,Hard Rock Stadium,outdoors,grass,4,5,79,65,9,N/A
2020,December,7414,5540,Nissan Stadium,outdoors,grass,2,2,46,86,5,N/A
2020,December,7414,5541,M&T Bank Stadium,outdoors,grass,1,2,39,78,3,N/A
2020,December,7414,5542,FedExField,outdoors,grass,3,3,43,69,8,N/A
2020,December,7414,5546,MetLife Stadium,outdoors,fieldturf,2,2,36,82,0,N/A
2020,December,7415,5547,Paul Brown Stadium,outdoors,grass,3,4,43,63,10,N/A
2020,December,7421,5553,TIAA Bank Stadium,outdoors,grass,3,3,55,60,5,N/A
2020,December,7421,5554,Arrowhead Stadium,outdoors,grass,1,2,49,44,8,N/A
2020,December,7421,5555,MetLife Stadium,outdoors,fieldturf,2,4,37,42,5,N/A
2020,December,7421,5556,Heinz Field,outdoors,grass,1,1,37,65,6,N/A
2020,December,7421,5557,M&T Bank Stadium,outdoors,grass,4,4,38,48,3,N/A
2020,December,7421,5559,FedExField,outdoors,grass,2,2,41,46,6,N/A
2020,December,7421,5561,Lumen Field,outdoors,fieldturf,5,5,45,89,2,N/A
2020,December,7421,5562,Lambeau Field,outdoors,grass,0,0,28,88,15,N/A
2020,December,7422,5563,Gillette Stadium,outdoors,fieldturf,2,2,41,90,4,N/A
2021,January,7434,5580,Bills Stadium,outdoors,astroturf,3,4,34,59,6,N/A
2021,January,7434,5581,Lumen Field,outdoors,fieldturf,5,5,39,91,1,N/A
2021,January,7434,5582,FedExField,outdoors,grass,5,5,40,47,10,N/A
2021,January,7435,5583,Nissan Stadium,outdoors,grass,4,5,33,63,1,N/A
2021,January,7435,5585,Heinz Field,outdoors,grass,3,3,34,72,1,N/A
2021,January,7441,5586,Lambeau Field,outdoors,grass,3,3,35,69,13,N/A
2021,January,7441,5587,Bills Stadium,outdoors,astroturf,2,6,34,81,13,N/A
2021,January,7442,5588,Arrowhead Stadium,outdoors,grass,4,5,40,62,13,N/A
2021,January,7449,5590,Lambeau Field,outdoors,grass,3,3,29,75,10,N/A
2021,January,7449,5591,Arrowhead Stadium,outdoors,grass,5,5,40,70,7,N/A
2021,February,7460,5592,Raymond James Stadium,outdoors,grass,4,4,63,78,9,N/A
2021,September,7676,5593,Raymond James Stadium,outdoors,grass,4,6,82,85,9,N/A
2021,September,7679,5595,Highmark Stadium,outdoors,a_turf,6,6,73,79,17,N/A
2021,September,7679,5596,Bank of America Stadium,outdoors,grass,2,2,81,51,0,N/A
2021,September,7679,5597,Paul Brown Stadium,outdoors,fieldturf,3,3,81,54,15,N/A
2021,September,7679,5601,Nissan Stadium,outdoors,grass,1,3,82,55,8,N/A
2021,September,7679,5602,FedExField,outdoors,grass,5,6,81,49,4,N/A
2021,September,7679,5603,GEHA Field at Arrowhead Stadium,outdoors,grass,2,2,88,43,8,N/A
2021,September,7679,5604,TIAA Bank Stadium,outdoors,grass,2,2,86,57,9,N/A
2021,September,7679,5605,Gillette Stadium,outdoors,fieldturf,4,4,81,58,15,N/A
2021,September,7679,5606,MetLife Stadium,outdoors,fieldturf,2,2,82,56,19,N/A
2021,September,7683,5609,FedExField,outdoors,grass,8,8,71,94,0,N/A
2021,September,7686,5610,Bank of America Stadium,outdoors,grass,2,3,83,65,4,N/A
2021,September,7686,5611,Soldier Field,outdoors,grass,3,3,80,52,0,N/A
2021,September,7686,5612,FirstEnergy Stadium,outdoors,grass,1,2,75,66,12,N/A
2021,September,7686,5614,TIAA Bank Stadium,outdoors,grass,3,5,80,87,7,N/A
2021,September,7686,5615,Hard Rock Stadium,outdoors,grass,0,1,89,59,7,N/A
2021,September,7686,5616,MetLife Stadium,outdoors,fieldturf,6,7,72,49,13,N/A
2021,September,7686,5617,Lincoln Financial Field,outdoors,grass,2,3,76,42,13,N/A
2021,September,7686,5618,Heinz Field,outdoors,grass,5,5,77,60,4,N/A
2021,September,7686,5620,Raymond James Stadium,outdoors,grass,1,1,85,72,0,N/A
2021,September,7686,5622,Lumen Field,outdoors,fieldturf,5,6,62,70,14,N/A
2021,September,7686,5623,M&T Bank Stadium,outdoors,grass,1,1,82,38,8,N/A
2021,September,7687,5624,Lambeau Field,outdoors,grass,1,1,73,84,12,N/A
2021,September,7693,5626,Highmark Stadium,outdoors,a_turf,3,3,67,40,21,N/A
2021,September,7693,5627,FirstEnergy Stadium,outdoors,grass,6,6,70,38,22,N/A
2021,September,7693,5629,TIAA Bank Stadium,outdoors,grass,1,2,81,49,4,N/A
2021,September,7693,5630,GEHA Field at Arrowhead Stadium,outdoors,grass,2,2,81,34,19,N/A
2021,September,7693,5631,Gillette Stadium,outdoors,fieldturf,2,4,73,55,11,N/A
2021,September,7693,5632,MetLife Stadium,outdoors,fieldturf,3,3,69,45,13,N/A
2021,September,7693,5633,Nissan Stadium,outdoors,grass,4,5,72,66,4,N/A
2021,September,7693,5634,Heinz Field,outdoors,grass,2,3,67,42,9,N/A
2021,September,7693,5635,Empower Field at Mile High,outdoors,grass,4,4,82,13,6,N/A
2021,September,7693,5639,Levi's Stadium,outdoors,grass,3,3,69,57,15,N/A
2021,September,7697,5641,Paul Brown Stadium,outdoors,fieldturf,1,2,65,84,0,N/A
2021,October,7701,5643,Highmark Stadium,outdoors,a_turf,4,4,67,93,12,N/A
2021,October,7701,5644,Soldier Field,outdoors,grass,1,1,72,79,4,N/A
2021,October,7701,5646,Hard Rock Stadium,outdoors,grass,3,3,85,57,16,N/A
2021,October,7701,5649,MetLife Stadium,outdoors,fieldturf,5,6,78,50,9,N/A
2021,October,7701,5650,Lincoln Financial Field,outdoors,grass,3,3,73,69,8,N/A
2021,October,7701,5652,Levi's Stadium,outdoors,grass,0,1,80,33,0,N/A
2021,October,7701,5653,Empower Field at Mile High,outdoors,grass,3,3,77,14,11,N/A
2021,October,7701,5654,Lambeau Field,outdoors,grass,3,3,67,87,4,N/A
2021,October,7701,5655,Gillette Stadium,outdoors,fieldturf,5,7,62,84,4,N/A
2021,October,7705,5657,Lumen Field,outdoors,fieldturf,3,4,56,53,8,N/A
2021,October,7708,5658,Tottenham Stadium,outdoors,grass,4,4,63,77,8,N/A
2021,October,7708,5659,Bank of America Stadium,outdoors,grass,5,5,76,60,13,N/A
2021,October,7708,5660,Paul Brown Stadium,outdoors,fieldturf,4,9,76,67,12,N/A
2021,October,7708,5662,TIAA Bank Stadium,outdoors,grass,1,2,78,71,11,N/A
2021,October,7708,5664,Heinz Field,outdoors,grass,4,4,71,61,9,N/A
2021,October,7708,5665,Raymond James Stadium,outdoors,grass,2,3,84,59,7,N/A
2021,October,7708,5666,FedExField,outdoors,grass,3,3,70,78,12,N/A
2021,October,7708,5671,GEHA Field at Arrowhead Stadium,outdoors,grass,3,3,76,52,0,N/A
2021,October,7709,5672,M&T Bank Stadium,outdoors,grass,3,5,69,75,6,N/A
2021,October,7712,5673,Lincoln Financial Field,outdoors,grass,0,1,74,56,8,N/A
2021,October,7715,5674,Tottenham Stadium,outdoors,grass,5,6,63,72,11,N/A
2021,October,7715,5675,Bank of America Stadium,outdoors,grass,5,7,62,39,7,N/A
2021,October,7715,5676,Soldier Field,outdoors,grass,1,1,59,39,6,N/A
2021,October,7715,5679,MetLife Stadium,outdoors,fieldturf,2,2,61,56,13,N/A
2021,October,7715,5680,M&T Bank Stadium,outdoors,grass,2,2,63,46,15,N/A
2021,October,7715,5681,FedExField,outdoors,grass,3,4,62,39,13,N/A
2021,October,7715,5682,FirstEnergy Stadium,outdoors,grass,3,3,58,55,23,N/A
2021,October,7715,5683,Empower Field at Mile High,outdoors,grass,3,4,76,10,8,N/A
2021,October,7715,5684,Gillette Stadium,outdoors,fieldturf,3,4,62,46,11,N/A
2021,October,7715,5685,Heinz Field,outdoors,grass,5,5,49,77,6,N/A
2021,October,7716,5686,Nissan Stadium,outdoors,grass,5,5,66,40,6,N/A
2021,October,7719,5687,FirstEnergy Stadium,outdoors,grass,1,2,59,69,27,N/A
2021,October,7722,5688,Lambeau Field,outdoors,grass,2,4,49,56,11,N/A
2021,October,7722,5689,Hard Rock Stadium,outdoors,grass,3,4,85,70,9,N/A
2021,October,7722,5690,Gillette Stadium,outdoors,fieldturf,2,3,52,44,0,N/A
2021,October,7722,5691,MetLife Stadium,outdoors,fieldturf,4,4,57,51,0,N/A
2021,October,7722,5692,Nissan Stadium,outdoors,grass,3,4,74,48,14,N/A
2021,October,7722,5693,M&T Bank Stadium,outdoors,grass,3,3,61,60,6,N/A
2021,October,7722,5697,Raymond James Stadium,outdoors,grass,2,3,83,65,7,N/A
2021,October,7722,5698,Levi's Stadium,outdoors,grass,3,3,64,84,16,N/A
2021,October,7723,5699,Lumen Field,outdoors,fieldturf,3,5,54,77,16,N/A
2021,October,7729,5702,Highmark Stadium,outdoors,a_turf,3,4,54,82,9,N/A
2021,October,7729,5703,Soldier Field,outdoors,grass,7,8,53,63,12,N/A
2021,October,7729,5704,FirstEnergy Stadium,outdoors,grass,2,2,57,67,13,N/A
2021,October,7729,5708,MetLife Stadium,outdoors,fieldturf,3,4,63,67,11,N/A
2021,October,7729,5710,Lumen Field,outdoors,fieldturf,1,1,54,45,8,N/A
2021,October,7729,5711,Empower Field at Mile High,outdoors,grass,2,5,41,70,4,N/A
2021,November,7729,5714,GEHA Field at Arrowhead Stadium,outdoors,grass,3,3,39,89,4,N/A
2021,November,7735,5716,Bank of America Stadium,outdoors,grass,3,4,61,35,16,N/A
2021,November,7735,5717,Paul Brown Stadium,outdoors,fieldturf,3,4,56,47,0,N/A
2021,November,7735,5719,TIAA Bank Stadium,outdoors,grass,5,6,59,75,16,N/A
2021,November,7735,5720,Hard Rock Stadium,outdoors,grass,4,4,72,57,19,N/A
2021,November,7735,5722,MetLife Stadium,outdoors,fieldturf,6,7,54,38,4,N/A
2021,November,7735,5723,M&T Bank Stadium,outdoors,grass,3,3,56,37,8,N/A
2021,November,7735,5724,Lincoln Financial Field,outdoors,grass,3,3,54,37,11,N/A
2021,November,7735,5725,GEHA Field at Arrowhead Stadium,outdoors,grass,2,4,51,74,12,N/A
2021,November,7735,5726,Levi's Stadium,outdoors,grass,2,2,57,74,8,N/A
2021,November,7736,5728,Heinz Field,outdoors,grass,5,6,55,51,7,N/A
2021,November,7739,5729,Hard Rock Stadium,outdoors,grass,4,5,77,85,4,N/A
2021,November,7742,5732,Gillette Stadium,outdoors,fieldturf,1,1,48,54,6,N/A
2021,November,7742,5733,MetLife Stadium,outdoors,fieldturf,2,2,47,56,4,N/A
2021,November,7742,5734,Nissan Stadium,outdoors,grass,4,4,53,48,12,N/A
2021,November,7742,5735,Heinz Field,outdoors,grass,4,5,37,72,12,N/A
2021,November,7742,5736,FedExField,outdoors,grass,5,5,47,40,8,N/A
2021,November,7742,5739,Empower Field at Mile High,outdoors,grass,5,6,57,27,19,N/A
2021,November,7742,5740,Lambeau Field,outdoors,grass,1,2,35,78,11,N/A
2021,November,7743,5742,Levi's Stadium,outdoors,grass,2,2,59,88,0,N/A
2021,November,7749,5744,Highmark Stadium,outdoors,a_turf,2,4,49,48,12,N/A
2021,November,7749,5745,Bank of America Stadium,outdoors,grass,2,2,54,50,0,N/A
2021,November,7749,5746,Soldier Field,outdoors,grass,3,4,46,71,9,N/A
2021,November,7749,5747,FirstEnergy Stadium,outdoors,grass,1,2,42,84,7,N/A
2021,November,7749,5748,TIAA Bank Stadium,outdoors,grass,4,4,68,84,17,N/A
2021,November,7749,5750,MetLife Stadium,outdoors,fieldturf,2,5,52,44,4,N/A
2021,November,7749,5751,Nissan Stadium,outdoors,grass,3,3,59,67,8,N/A
2021,November,7749,5752,Lincoln Financial Field,outdoors,grass,5,5,51,63,4,N/A
2021,November,7749,5754,GEHA Field at Arrowhead Stadium,outdoors,grass,5,6,57,31,17,N/A
2021,November,7749,5755,Lumen Field,outdoors,fieldturf,3,5,46,76,0,N/A
2021,November,7750,5757,Raymond James Stadium,outdoors,grass,4,4,68,61,6,N/A
2021,November,7756,5761,Paul Brown Stadium,outdoors,fieldturf,3,3,43,65,12,N/A
2021,November,7756,5764,TIAA Bank Stadium,outdoors,grass,2,2,61,41,4,N/A
2021,November,7756,5765,Hard Rock Stadium,outdoors,grass,3,3,74,56,4,N/A
2021,November,7756,5766,Gillette Stadium,outdoors,fieldturf,5,7,33,61,6,N/A
2021,November,7756,5767,MetLife Stadium,outdoors,fieldturf,2,3,39,72,4,N/A
2021,November,7756,5768,Empower Field at Mile High,outdoors,grass,0,1,62,22,0,N/A
2021,November,7756,5769,Lambeau Field,outdoors,grass,5,6,37,46,14,N/A
2021,November,7756,5770,Levi's Stadium,outdoors,grass,2,3,68,43,7,N/A
2021,November,7756,5771,M&T Bank Stadium,outdoors,grass,4,5,43,70,0,N/A
